tag with attr="type"	frequency
<subSection type="rejected names">	2
<subSection type="relationships within the brasiella virdicollis species group of brasiella rivalier">	1
<subSection type="relationships">	1
<subSection type="remarks">	11
<subSection type="reproductive behaviour">	2
<subSection type="results">	1
<subSection type="revised couplets to the key to chinese delphacini by ding (2006)">	1
<subSection type="revised dichotomous key to species of semachrysa brooks">	1
<subSection type="revival of the valid status of anochetus gracilis">	1
<subSection type="rhytisternus laevis (macleay)">	1
<subSection type="rugifrons species group">	1
<subSection type="sakalava species-complex">	2
<subSection type="seed dispersal">	1
<subSection type="selenops debilis group (sensumuma 1953)">	1
<subSection type="sense organs">	2
<subSection type="sequencing and phylogenetic analysis">	1
<subSection type="sexual dimorphism">	4
<subSection type="shell morphology">	1
<subSection type="shield-backed trapdoor spiders (the idiosoma nigrum-group)">	1
<subSection type="species accounts">	1
<subSection type="species descriptions of crassomicrodus">	1
<subSection type="species descriptions">	2
<subSection type="species groups of african oxyscelio">	1
<subSection type="species groups of australasian and oceanic oxyscelio">	1
<subSection type="species groups of oxyscelio">	1
<subSection type="species not placed to group">	1
<subSection type="species of aetius-group not treated here (see above), with remarks on the type specimens for the species">	1
<subSection type="species removed from hydrodessus">	1
<subSection type="species unplaced to group">	1
<subSection type="species with a bifid gonopod tip, with only a terminal and a subterminal denticle or lobule">	1
<subSection type="species with a shortened gonopod femorite">	1
<subSection type="species with a trifid gonopod tip, with a terminal, a middle and a subterminal denticle or lobule">	1
<subSection type="species with only a single terminal lobule on the gonopod tip">	1
<subSection type="species-group definitions based on morphology">	1
<subSection type="species-id species page">	4
<subSection type="species:">	1
<subSection type="specimens used in prior studies">	12
<subSection type="subgeneric classification">	1
<subSection type="subgenus microsaurus dejean, 1833">	1
<subSection type="subgenus raphirus stephens, 1829">	1
<subSection type="summary of nomenclatural changes">	1
<subSection type="surface">	1
<subSection type="survey of species">	1
<subSection type="suspensory apparatus">	1
<subSection type="synonymic_list">	1
<subSection type="synonymy">	2
<subSection type="synopsis of melophorus species">	1
<subSection type="synopsis">	1
<subSection type="synoptic list of malagasy species">	2
<subSection type="syrphipogon hull (subgenus, see microdon)">	1
<subSection type="systematic position of protonaupactus">	1
<subSection type="systematic position">	1
<subSection type="taxa erroneously included in permulidae">	1
<subSection type="taxonomic comments">	1
<subSection type="taxonomic identification">	2
<subSection type="taxonomical remarks on genera similar to pauropygus">	1
<subSection type="the ambiguus group">	1
<subSection type="the arcaps-group">	1
<subSection type="the conciliata group">	1
<subSection type="the desmata group">	1
<subSection type="the dna barcoding">	1
<subSection type="the hesperus species group">	1
<subSection type="the identity of ptychotrema (parennea) aequatoriale sensu van bruggen in nigeria">	1
<subSection type="the identity of ptychotrema (parennea) sulciferum sensu degner in liberia">	1
<subSection type="the keys to species of masarina">	1
<subSection type="the nigrifacies group">	1
<subSection type="the nigritarsus group">	1
<subSection type="the number of larval instars in tanymecus">	1
<subSection type="the obscuripennis group">	1
<subSection type="the orbitalis group">	1
<subSection type="the reginae group">	1
<subSection type="the shannoni group">	1
<subSection type="the sierra species group">	1
<subSection type="the simus species group">	1
<subSection type="the species of katatopygia">	1
<subSection type="the species of the genus gladkara worldwide and their distributions">	1
<subSection type="the status of phaenolobus">	1
<subSection type="theagilisgroup">	1
<subSection type="therambousekigroup">	1
<subSection type="time calibrated tree and historical biogeography">	1
<subSection type="tsyhady species-complex">	2
<subSection type="tsyhady species-group">	2
<subSection type="typestatus">	1
<subSection type="unassociated female specimens with distinctive genitalia">	1
<subSection type="unassociated female specimens">	1
<subSection type="unidentified materials">	1
<subSection type="unplaced species">	1
<subSection type="updated key to triplaxspecies of central europe">	1
<subSection type="variation">	3
<subSection type="venter">	2
<subSection type="ventral investing and palatal bones">	1
<subSection type="vulva">	4
<subSection type="worker">	2
<subSection type="world checklist of species of abrus dai & zhang">	1
<subSection type="worldwide identification key to the putative species of the genus coprotus">	2
<subSection type="xylopia acutiflora group">	1
<subSection type="xylopia odoratissima group">	1
<subSection type="μct data">	4
<subSubSection type=" biology_ecology">	1
<subSubSection type="(1) approach and mount">	1
<subSubSection type="(2) mounted courtship and copulation">	1
<subSubSection type="(3) separation">	1
<subSubSection type="(figs 3a–c; 4a–e)">	1
<subSubSection type="=sesuvium crystallinum welw. in oliver, fl. trop. afr. 2: 586 (1871)">	1
<subSubSection type="=sesuvium mesembryanthemoides wawra in wawra & peyr., sitzungsber. acad. wien, math.-nat. 38: 564 (1860)">	1
<subSubSection type="a catalogue of microtendipes in oriental region">	1
<subSubSection type="a diagnostic key to all nominal species of clariger from japan and taiwan (adapted from shiogaki 1988 and akihito et al. 2000, 2002)">	1
<subSubSection type="a key for identification of adults of the genus anillinus from texas">	1
<subSubSection type="a key to distinguish the new species from all other species of">	1
<subSubSection type="a key to genera">	1
<subSubSection type="a key to the genera for adults of oriental oodini, including oriental chlaeniini with oodine facies">	2
<subSubSection type="a key to the genera of plusiocampinae">	2
<subSubSection type="a key to themus (themus) dimorphus sp. n. and its similar species">	1
<subSubSection type="a more simple means for species delimitation">	1
<subSubSection type="a short assessment on the distribution of">	1
<subSubSection type="a">	1
<subSubSection type="abdomen">	15
<subSubSection type="abdominal sternum ii and terga">	1
<subSubSection type="about the locality cave of m. zhushandong sp. n">	1
<subSubSection type="abstract">	1
<subSubSection type="abundance and conservation">	2
<subSubSection type="abundance">	3
<subSubSection type="accepted name">	6
<subSubSection type="acoustics">	2
<subSubSection type="activity">	2
<subSubSection type="adapted differential diagnosis">	1
<subSubSection type="added labels">	1
<subSubSection type="addendum to diagnosis">	1
<subSubSection type="additional australian material examined">	1
<subSubSection type="additional bufonids">	1
<subSubSection type="additional characters">	9
<subSubSection type="additional collection seen">	3
<subSubSection type="additional collection">	3
<subSubSection type="additional collections examined (paratypes)">	1
<subSubSection type="additional collections examined">	7
<subSubSection type="additional collections seen">	4
<subSubSection type="additional collections">	4
<subSubSection type="additional comments">	1
<subSubSection type="additional data">	1
<subSubSection type="additional description of female">	1
<subSubSection type="additional description of intraspecific variation in the parietal wall">	1
<subSubSection type="additional description">	3
<subSubSection type="additional dicroglossids">	1
<subSubSection type="additional examined material">	3
<subSubSection type="additional examined specimens">	8
<subSubSection type="additional fejervarya">	1
<subSubSection type="additional genbank number">	1
<subSubSection type="additional hylarana">	1
<subSubSection type="additional ichthyophis">	1
